reviewid,review
R3Q3101C0DYUP7,Smooth
R3V7O33VH25ONB,Superb Fountain Pen for all types of users
R15FTQ3OTL54HG,Perfect For HP Laptop
R5WNQOBU27J2R,Okay
R30NWHS9ZD2AZJ,Good
R3MZE0LEVB688M,Worst Product by Seller
R8HUCZYM2F8UJ,Above average
R3NK0HFG8JUGIP,Product achha laga
R3MEDM094JOZHW,Working fine
R8TG7TKO28ONS,Worth the Price - Front Panel cover not included as shown in product description
R323N508KO5VMR,A seamless printing experience
R1C2X37S59TO4B,with scope for improvements in set up
R25UIJAM26JMGL,Good One
R3B7Y8E7QNUYOP,Very user friendly when compare with others
R1PH3YZVBU4KKT,Best for home use
R2WLFM05B2CXXU,Good for home use
R3DCHC8ODVBGAP,good printer
R36UJ8EW67NBJ8,Good
R2ZRD154AT00TN,Good P3 Nvme for entry level
R3L76N34IVRAX6,Awesome
R12UEJEYKOVC8X,Sometime not showing in laptop
R3GAOZKSESNEO4,Great product at good price
R2DFA3EK07XPQO,"Unable to detect SSD? Funny but use ""mdsched.exe""."
R11GWINZ2PW06X,Fantastic performance and reduced boot time with my Lenovo S145
R19LZZQS4ZQGQ6,"Crucial SSD's are ""Bang for the Buck"" but it does not come with a screwdriver"
R2SH0PV3XYF4NG,hear me out.
RHINAF5XZTNSB,Unhappy with storage.. actual storage is 57Gb
R2MV5SCZODNS7N,Most amazing sound
R29OYK770YQY7B,Really unbeatable better than any another similar products .
R2Z7DBSSRDF206,Nice
R2OXL4LSDBE7OC,Esy to use
R26JU6NE3CKF6P,Pendrive
R1G19TM00P58C,Nice and small
R1BI8J8CW8LH64,Value for money
R1RXFMVZ8EKN3Q,Battery
R2YX4PL3F59OHC,Good buy
RUDJ9ISAQDD3B,Bigger than expected
R308RAFFO7RANL,Best Battery for cooking stove
R2AV85XOQ7KR6O,Great batteries
R1ZFK8N1J8X6BY,Good
R18VD7VF8AEMCV,GOOD
R35JPXHI3F33IB,Wrong size
RXZ81N4MLYOJV,Kids will love it
RSP3LVQQTLFHS,Good
R2UXGNDYUTV459,Good product
R28D154XP60HC3,bestor is best
R2JGEMVYSCKSMJ,Nice Product for kids
RTYO6OF7GIUIT,Very costly than others
R1VM0YRY453I9F,Good
R380AS2WJQL3HN,Most sophisticated product for our mother earth.
R2WGS6Q7F9F4Y5,Value for money laptop for normal usage
R1VS2WU12H9Z2C,Works well
RMPKJJKZC848Y,no issues
R4AMYK7Z8U971,Worth it
R2RU2H3FY7R8JW,RAM upgradability an issue
R2BQB4B9QNZ12P,Value for Money
R1B7GP3CDJYWX3,Kopalli
R1XRDM19EARF9P,Excellent product....worth it...
R1ENIO169KEJPW,Definitely good but wire is too short
R1V9WVGGU6G0SZ,Never expected an easy on pocket brand like BoAt winning heart the way apple does! Good product
R1CS1EB6REPXU6,Good headfone on budget
R124CFJ8HVQXQW,Nice
R2UUTWT22U0UM4,Quality is promised.
R1NKNVVZBRBSKX,simply awesome
RIZ4B3XEDA5K2,Value for money
R2N30KA75TRVCA,Sound and mic quality good but not comfortable
R1PUDD2V2KQP06,Super product
R1LRN5EFJ0Y717,Worst antenna.... It came out while adjusting...wastage of money
R1S7Q7UW9FO9LY,Nice product
R3J9HR69Y4XKV5,Good
RQ6P92L8AVQVW,A Must Have product.
R3L08DWQKGHDK7,Poor sound
R2EUWEVREWQ4SL,Wothy
R1POJ3SHK8MNS0,Useful product if you watch movies in mobile.
RTNU6RMF947TL,Can be use as table lamp or emergency light for room
R2EDFUKTI01DH4,Very flexible
R2DXZK9Y1QZKSU,Working perfect great
R1X0SKU3MLH5BS,Value of the product
R3RR7IUQGDTSNR,good product as per price
R2Z407G3IUP73E,Good enough but no controls to dim
R2JFEOGWTTUVMM,Excellent
R3F3YRVOF923CK,Nice product
R2NQLS6I62ASDV,Good Handy Bluetooth Speaker
RIT3TAH74G3JM,Very Nice
R3V03S1XKJWJ4F,Medium
RTNPJ485GGG0B,Worth to the money
R37FLGM56SKQDQ,4.5
R3LPNHIQDOG8J9,Good
R13ZLVXBTCNIUC,Value for money
R1CEC872UPQJTP,Value for money is good....
RVSI68M0EPAVZ,All your questions answered in this review
ROQNJTEGAA7VN,Just fine for the price
R1YNME95M4J2H7,Its okay okay according to price.
R17RLWB0UMGULZ,Good for winter times to boil the water
R3N9JK1RH8STLG,Bass fitting loose
R30Y52H4BDOPGE,Good product
R2VJ4LI8OPJ6TJ,no issue after using 2months
R9N6QZH6MI5P4,Good matereal
R2PFPVD7QTRJC6,Good and affordable room heater
RI7CEYXWJ4WUJ,Good for tight spaces
R26D8KBCMOE84W,Short shelf life
R19IYA3EBVQNHL,Niceeee
R28KN014376DH8,Very good product
R2MRD2AYGLWP61,It's good
RXV0W64L9ITU1,Heating capacity
R1VBNBY9DR8FJ9,Good
R35ER803GJHN21,Compact and easy to you
R28J7FISAIMQI1,Good work
R1Y9J4QQ06U3WN,Good
R1Q08JSHK5T03E,Good product
RTTCI4WPA20T0,Good product
R1PC85VCE15LM6,Lovable and nice product
R3AIUHXWWU3Y64,Nice product
R2UO2UH9UCUYJ0,Compact and easy to use. Suitable for a room
R3C4MJ8AHKD85X,Good Product
R37VBDPMWP0C2Q,Nice product
RW0LXEHCN4GNH,Good product
R15XRU3CK9QJH5,Good
R3249U1QZNGT1F,I made my sweaters look like brand new.
R2YWR1DW9SZNN2,Nice product
R3LUVGT7CIHP3C,Perfect to clean lints easily
R71B6O4PJPF1A,Good Product
R3RYMJ2WU0SE6K,Value for money and accurate
R227GDWBCUSPRB,Nice
R286TLT09XAP0T,Very reasonable price
RIM7DE0ZQWVZC,product was nice
R25KRHUD4YX0FP,Good
R213I1AK7MT44H,Nice product.. Value for spending
R7MF48JTCLE3I,Light weight
R35SELFZYYMUZP,Super
R2EGEMPWBI2FRM,If it had charching support.
RVKAO44KF8EF2,Worth product
RI96NGZIWTIRY,Cost effective
R3P7QO38TZ591S,Good
R1S48QX02VP0F8,Good for the price
RHPAZK9629WGB,Accurate
R2FCIF9RYZF42Z,You can use it for everyday purposes
R1PDWR0TBE0Y7C,Good
R284SZGRNQQXYS,Nice chopper
R3O2GOW05S3YSF,Small easy use n clean
R28FXK3KNQP51T,Not good
R10HDAKYPSY8DY,Good
RRHPL4BMSGAYI,Good
R36VHNVQVB9LZQ,Probably the best purchase for my mom!
RM8OH7G4FEYF2,String issues
R281F6NM4QUQ2K,Good product.
R3QP7PGD3SMG5I,Good Product Worst Delivery
R3ANC3TLK8732Y,Overall is ok but outer steel kafi hot ho jata he
RE9NKZ6CH2C3S,jo kids k liye kafi harmful he
R2KGRD3G11ZE61,Nice product
R38DXL79EKGXCA,Lovely Product
R3MFG4MODO6DW6,but filtering holes are big for Ants to get in
R1X00FRQGJ1J7M,Don't buy prestige water kettle product
R1SX47T0QOY50H,best product
R2556DFD2ZXACT,Quality is fine
RT20S82LT3HZF,Good
R5PBZ2AGECCNG,Minimum electricity maximum heat.
R1XSSAS2EQFOVQ,Light weight portable and easy to operate
R2HJ4MWS6TL6WQ,Nice product
RVBQL14APCWFY,Don't buy it
R2WCBDYBF6XI7R,Value for Money
R9MK42KRU62FP,It's average product
R2HZ5T2XT2798Y,Very nice
R28I6WAWTMIYM4,Good product
R3EU822EF5KFY,Packaging
RAKJKLDU074QU,Good
RS7UBBKWLI55Z,quick hot water suite
R27KBQUHQTGHED,Good product
R3F2RL6ZJQTR56,A plus kettle
RZF02EKCFFWGK,Its ok
RRHMKA6B4XPL7,It helps to know about what it can and can't do while purchasing.
RY4GOMU0VCJ6I,Good but slightly slow
R2UUJP85K7YKSM,Product good but its take long time to cooldown
ROS8J8LJM2XVI,
RAIDTB825PVVB,Good
R3OQN6ALK8PU16,Value for Money
R2UQJ0K34UMKUX,Piegon induction stove
R3G0MU15OGGN78,Good
R2OV4KZZ6XRELD,Recommended but not Best
R2NCVAGOIOJ3T9,Good
R3IT25FXKUMTLG,Good product but due to glass lid take care with children
R11NV4VR04QD1Q,Not suitable to boil milk and eggs
R23TFS98AJGVBP,It is a nice product
RLO8C2QNQ5TH,Not worthy of investing
R15DH1CRJ7FWKD,Not good. prestige brand name only
R35TV0FXFCYQ7I,Its difficult to clean and and also from handle leakage takaes place.
R2MP2RC761IOHP,Serves the Purpose
R2ZSKNB3CB2RWC,GOOD TO USE but price is high
R35EVJOKZHKDLL,Does the job well
R2HBA84L1S9KKW,Go for it.
RDWMFBKOBMYGY,Good product
R2Z9AE3YXBSR2C,Very good product and life saver in winters
R30A4W4FNOBF2H,Easy to use
R3MS03C3MG2C7C,Solve the problem of lint on woollen fabrics
R7PI4N37TBENX,Best in this range
R3I2QVDWKPGC9X,Product is gud but shipped damaged product but new 1 is gud
R2LQQ6C82WI6BM,Good but should be more better from company
R3FO563J6UPF3T,Average product
R24CIFW4SYVOYS,Does it's job well
RU9KVASNZ0OC3,Good product
R1OQURWFW1ZVPV,Working this product very smoothly.
R2CKGXKYTAVL1F,Very good much
RC4P64ZDVMZCM,Working ok
R36FWR9CD7IDB9,but shape is not that good
RZIKHTHHFH1HV,Doesnt froth and creates a mess
R1TGDKQE54FA2J,Very low power
RW5C887MDJQZV,Product is not working smoothly...after very hard press the button then it works.
R13SM3HJNFXCUQ,Ok ok
R28PNX6EWUIWHL,Finally!
R28EVOHYE4S212,It would be nice if you give batteries along with product in this price. Thanks
RN09522VLQZIP,Worth the money..
RCXEZXWETXG3,Good product
R3NJ39MOXXHP2D,This is Good
R350NLPEFNPHPG,Super product
R1P56R44Z4N1H6,Good product
R3PQCDKA1JZC5J,Average product but value for money
RF5IPHWYF1726,For daily use
R1ABBZP8P5GKQD,Heat temprature very slow
R1SSAFQAM97XHV,Best products
R131W5582A5499,Ok
RDE1ESVYI4CAI,Short Nd sweet product
R2RN8NCKNI5DZ4,Good
RRQ95R1ZRK9NS,About warranty card
R3PJ930B4YQATF,Good
R2V2HJSJQBW2CM,Good
R1C7QRPXGO6AI3,It's affordable but cheap quality
R1A8JNU8MFLA7O,Worthy
R2U25KOA2BKH1Z,best for bucket bathing:
R2KGC42T422YER,Water heater that does the job right
R35EUWKBBEGRNB,Works as promised and the installation was quick..
R3ATDC4RIULGSV,All good
REILW6738EJTP,Good product.
R1YLD6RPVA8MU9,Worthy product to buy.
R2F1RVL1LCI2S,Easy to install.
R352VUE5QTHFFF,Good product and recommend too
R2RC6R2E0OMNQ9,Good Purchase
RJ12UME7RFM5D,It cannot warm a room of less than 100 square feet
R22YTLRMKBWQM,Fan not working
R3BTY7HUJDNKG8,Awesome
R3R812J0VVBD0A,Good 9 Fin Oil Filler Room Heater from Morphy Richards
R32X1CLMKWWKDE,Good product for health conscious people
R12N4I2XRPP114,Really good product
R28QM0P3RHPNCA,Good product
R2C7MCJCGZE9XH,Good Product
RBX2T333MBFDW,Very easy to use but my mom wanted a transparent one
RGOII6UHDBYOT,Very good product
RDVZX2VNEXWBJ,4 on 5
RIIJNBY14TAEF,overall good
RNHUBO94L9NVZ,Nice
R2E1X7DV8KUF1D,Elegant & Sturdy!
R3C9QHHIKL25X,Received used product requested replacement
R2GR5HNF37OK9H,Good product
R2D3UNSYPKZPEU,Tiny bomb
RWC90IUA5DUMH,Very nice
RB3V1I84PKVH4,works well
R12D2U23M2187O,but its a really small tank
R2TJFFSM0TFRTM,Very good
R22G5J4Q8W0QFW,Value for more
R2CHW3XC8GDNT5,Great Design
RFAF6MDWADF00,Heating
R23QEG8B7XCK1D,Usage
R2S0FMCLE93A6C,Easy to clean but doesn't maintain the temperature for long
R3FVV3CRZDOTB4,easy to use
R32B17ZRIFM6DK,Nice
R3V12FGGUVZMOD,Works well.
RH6S639ZX7JLT,it is a good product time saving.
R3F6A5JNIS8BKN,Overall good performance
RJIVL7YN5KMKL,No things
R5B8NDUDBMN6W,Nice product
R23GKZFUJMY8QV,Good deal with Bajaj . It compact & less area coverage.
RDYVX68OZFVLI,GOOD
R1LP0ND0ZDZGGH,Fast delivery
R2TF08PD7O9XTJ,Not working
R1IDV66IOQUN6C,Quality product at affordable price
R13NH1L2MEEDOH,Overall satisfactory in this price range
R2EJHR16R59BAG,Nothing
R3HAH8XOGKHIXW,Noiselesss and good material quality
R17F67QP052I6V,Pocket friendly
R1ALQKLZ6VYQ60,I like this product
R1BT7T8Z44ABYG,Superb item.
R2XLWIOFDI6ZSP,Lifelong mixer
R2S1CVBMATHCP6,Best product by longlife
RJRMSM1RS2W29,Good product at this price
R1FUD6WTEWE55Z,An excellent product experience. Does job well at this price range..
R4GY3NDK1NKOJ,Ok
R38TZP7WV0VCU6,overall good at this price
R181U3E7BIFOGL,The Steel around the handle gets hot too!
R2DYRVQL68LUYF,Light weight product
R384I01GDFXYKP,Nice
R2PHC69QRUFILG,A good iron for the reasonable price
R143O8SM7QE4W5,Just go for it.
RQBZ31QLH40O,3 PIN Plug should be there
R3KZC4ST0RAK64,Mixer is good as well as jar is good.But packing is very bad.
R2PVFA4RIQ1WL1,Too much noise
R2XIVM74HXUSEW,Good quality product......
R1C7Q0M8AFXEVH,Good
R3A13PH3SRI7XM,Nc
RX58FZYTDEIBU,Useful
R2QR5PM0ELMWD3,Well over all iits nice
RZFX345XRS4V2,make sure the lid of kettle has stell casing
R352PKGSDAV1AW,cord should been long
R1ADWIR5IE7VTW,Product is ok.
R3MBQFNM21T9KF,Product
R1SOOON7GH1FJU,Easy to use
R3JFY66W19993Z,Good
R2T4620MS8F12N,Good Product.
R2OBP2X45UMKY,Impressive in first use
R1G8BV220OV6QB,SUPERB IN ALL DEPARTMENT. BEST IN THIS PRICE RANGE
RSCD0432EVS8F,Nice product
R2UUNBV2RXZFTV,Worth the price
R19ESU0Z989JZ,It is value for money but I don't think it will last very long...
R20ZKROW9KONFG,The dizion is good and comportable.
R16LDZIOWBV5AK,Good product
R2A0LOXVERHXL7,Durability may be an issue
R27SHBAT3K3F1R,The Best Purchase
R3EMA46KP56OXK,Very useful product
R2D7V4YKNKCXD4,Good products
R3UHV5AN1DF5H3,Very handy to remove lint
RV77H2T0BJN4V,Good product
R3O7GL8KXFAPBF,Good product
R2HXBI1ECJPV3J,Good
R2QICML7QBXEC0,It's worth it.
RRXL16HKP2N8T,Warranty
R393T7L96T42QM,Plug is not supporting
R1AKC2C4ZC3TTS,Good product
R2HZAE8933X17E,Great
R3R9U30Y3LL03Z,Product is good
R3MQR2IAST1ABB,You can go for it but...... Read review
R1HZ9B0WMCF7N2,Fabulous
RKFAA9SRDAAR0,Good
R2KXEQMYGQGIP3,Easy water boiling
ROBRVYJQR5A81,Its fine... to use and easy to implement.
R2FKC4JNAQC8XB,It's a good product.
R3P6GI329T63NN,improvement required
R14ZFU2T66RJZV,Good utility
R2CV8RLRP5J7O5,Must Buy Product
R311N5TCOLN080,Good product
R1SVR7X4MBEVT,It's just wow product
R14ACX2RTXLHYX,Good product in this range
R3J3Q72YY1P7V8,Value for money
RARQJ27WIF1OJ,Nice
R2TPR12UVBF64N,Nice one
R22Y8NE6V63V9O,Superb easy to use
R1VZ6UI5AM70RB,Everything is great only issue is durability
R30OIQ72ROOPO7,Fabulous
R25BAU2IP6DAPW,The Cable is small
R12B5CYZJNMJ8U,New user
R32EKF5FX50T0C,Worthy at this price
R3IN47V9QGF1K8,Good at dis price when comparing with other brands it is having two years of warranty
R3CL181R3N0TCN,But there is no proper owners manuel ..which brief the end there operation and cooking Time.
R2ZR4F1TUAY3MT,Ignore negative reviews
RF70HM6O98GV9,Best product with a reasonable price
RN4L9AGI1M35U,The best quality air fryer you can get for this price
R3QISO0RQ0Q3Y9,Think before you buy
R13P4JW3JTQ20L,Good buy
R2SCPX6U0LMXGX,Item is good and recommendable
R3L4ND79MO2CRG,Worth the money
R2POE009U0A4JH,Satisfied
R101TILZBOMQ6F,Good quality storage bag
R33U1N9CEPKMUI,Very useful
R26BFL8JZYQC4F,Good product
R14BVAFCMFPDDX,Not as shown in the picture. Different products received.
R15OH35Q9GBPXD,How to choose an iron ? This one-A decent combo of features & price.Cable quality not good though.
R1TM2Y96J4GB3H,Quality Iron for power users with effective spray & steam function | Review | Guide | Tips
RXPI0WC1C9QAK,Doesnt remove hard wrinkles.
RH11TBBZE9F1S,Easyto use but it leaks water
R1R6QT7MSELRON,Very easy to use
R1STE4UF85D4HE,Good product
R1AHNATNU8WZ9Q,Quick warm up
RCOBXDIQSU3M5,Not good
R1HLV52BSW2J74,Needs accessories
R3TNI0JHPOWSE6,Gets water hot in under 10 mins
R1E17Z1ZU7IEFH,Slightly disappointed
R3RT5I5JOFAPWD,Useful
R2MEOYKZYP0J2I,Value for your money
R2H579I6NH2BT7,Havells water heater is an excellent product.
R12SFXHRPKR19Z,v.nice
R1GYEM1YCJ5DD1,This product is very good and easy to use
R1EU51LVE60B7C,Good product
R18PRSQIFU4R7M,removes lint efficiently.
R19E4QY5JWKCDD,Good product. Does job well.
R3KJZPFCPU10HY,A recommended product
R7IC04YHLBUXZ,Easy to use
R1O3ABBLOBUAOQ,Good product
R3U5F3UJMK0DZP,The Product Is Very Useful Thanks To Agaro
RS0ZV034M4T2G,Good lint remover
RBEG7QZLRCJDN,Kettle is good but bottle is not good quality
R28QMPIJNBM5OK,Good
R14J3NXQ5NAC7R,Ok
RKRTDX4HUEL24,Bottle is not sturdy; kettle id light but heats fast
RHALLXNBV1RXU,Value for money
R3D6738NEAKY6,Steel Quality is not as per expectation
R37JRTFT78JQZP,Satisfactory experience
R6IZF0GLY43S,Good
R1B9F9IRGMO01I,Used almost for a month
R1RO3J9EEFFHMF,User friendly product worth the money. The product working fast.
RLXVHHR81VC4Q,Very happy with cookwell services
R2XA4OT3Q76L0T,Worth
R1HBCLTEUAY2M3,Very good product...
R11UPSK2R29X8M,Good product
R2NDNJ4SQ59K19,Good Customer Service
RLNOOCUPB3G8H,Good one easy to use
R1P8LA1US4WV0S,Good Portable product
R13BIW8MBG5VX1,Product is good but within 3/4 uses battery is dead now have to change its battery(cell)
RPJVB23K2QB2Z,Finally I got my item and it works fine.
R2AH0ULO6G9Q9B,Overall Very good products and value for money
R3EVYZ8A3LVBC9,go for it
R3QWMJ5DS2A0B9,Wonderful product
R1V4PTSXK0QY54,Nice
ROUIP06IT2CPE,It was just osm
R2CQXUNYCW3XME,Products review
R2KAKW6DIB247K,Good & easy to use.
R2JS1CRHA1ZVXX,Good and portable
R22QERXUM2BL5Z,Motor Like unusal Noise
R383MV0MEIDU7H,Better product with value for money.
R2SKAQP8H3C1JO,Nice product from havells
R2YFUOABG0IRC6,Very easy to yse and portable those looking for small room this s best to buy
R2BOI1RPBGON4U,it's good choice
R2UOEYQ2VM1TH,Vaccum cleaner
RZDYJDLTYVU7Y,Ok
R1BBUKP0LQXX24,Good product
R13WVC502PM2JO,Quite loud
R3HZ2W80EMHUG2,heats quickly but very good for cleaning upholstery
R3ES0KDR3E4O9P,Compact in size
R2RNRH4SM11DC6,Only for limited & light duty usage
RYS9FSF2IYAMQ,Value for money
R20RA7F53RKEWU,Product as describe
RX5JXI5MY648T,Good product
R1P43OQ1EQ8EIT,Good product but price high.
R18PMGZTANNTV7,I miss my gas stove.... Induction sucks :(
R1UZ4DMD2H0S1H,Great value
R1I1N1NYQ2TMVX,No1
R3CZD69S9SFWJT,
R3IRM4HQ0TXTJB,Good
RWY553B13GWAK,It's an okay induction stove on a budget price
R23QMRIS0UXNQL,Super
R2ZZZJ36VTNHMV,Nice product
R38CKW00NINQ49,Pigeon Induction
R1FBBD2SP4W76F,Easy to clean
R3C67N77WGMHKM,Works fine issue with delivery product bit damaged
R1GQ8VSBRXN2GB,Average
R2B8DPA0SN9518,It is nice product & easy to use best at this price
R27191EB7KCEZP,600 W heating kettle with warmer & temp control
R3KKAMYDQAI5WH,half coil heating element looks odd
R3MSYM05H7OI65,Overall a Good Electric Kettle
R1KCIHR6YIA803,Overall good.
R2RVRY8NZ4GKVX,Good Multicooker within budget
RPM4MVT8HNIXD,Agaro esteem Multi kettle
RXKHOEIGETJQK,Quality
RNQ3UU0QIAJO3,Very nice product. Like it.
R2Z21OHZH69ASO,Poor packaging
R3SYP2PI42JEC,Nice products
R2YFP1LKOMNN5J,Good
R33NMVBM2NHVRJ,Spr
RQCGOLYO4S7UF,Worth to money
R3NI7GYUBF68Y7,Heating is little less
R2XGVVTMBU4PQP,Good for heating a single room.
RC2P508NWBM5I,Acha hai
R1MX1ES6AZNSD8,Very nice product from Amazon
R222NCQOR0GD05,Work in very good
RSLWFI693E1IC,good product
RKS2GT83G9XWF,Good
R2ZJA3OLIBCR6J,Nice
R3GIIUNIWHKBGU,Good performance with cheap look
R2A08NUNO1EBI3,User manual book and Warranty card not in Box.
R15G7XHEWED07R,Satisfied
RA7Q9QDG5JCPA,Egg boiler
R22K8FW0YEB5RU,Time efficient..easy to use
R2BVDAB2VQXQ5K,Good to use
R9MSI1TDK6AI7,Value for money
RU2SGN0UVZU6E,Very good product
ROIO5NPQ0WAKA,Achha hai egg boil achhe hote hai
R3M83FVS6RZHFI,Best in Business
R3QMLOKIJFMZ4P,as the price product is good
R32KN5G7FW7ZJ9,Compact and effective
RGFPF1FPU9POV,Very handy and useful product
R166LGSC344H4W,Not satisfied
R13JNSWNKVVI9T,Worth for the price
R2JSC7U8B4MA2C,Good
RRNJOTGQVMBP9,Just Average
R2IEKQ2HBHTPYC,Great!
R3PJHP1S75AYAW,Good product. Few minutes to boil the water and very useful
R12BP3F974Z6HW,Very nice working
R39E7VJSOOBTO8,Good quality
RAB464T30GKBZ,Used the product. As of everything was fine. Good
R3B1NJNBALUM2H,Very useful!
R1EFUHICJGU63W,Good one for the price
R3HFY8AWPFLRNT,Temperature
R3LVLRY6NMIF7B,temparature controll is needed
R2Y0A81BUR7EDN,Good product but price is too be very high
R33DUUU55Z1BOA,Quality of material
R32UYDCW4OGWK2,Best
R1XBU0BS4M545R,Good product
R3K3UN3YSLI8K9,Worthy
RE7V0E8WMQXEZ,Love this product
R1G9EQA21P73JD,Good
R3HUUS03G360Q3,Good
R36NLGQ9NGSPCE,It can be used for two years
R1KB6EXTCM1C1H,
R2YGR0FZXDNLXL,Best in this price
R1X3FG1SX99UKT,will serve the purpose you bought it for.
R2GKWK7SWXRZHR,For medium sized room
R3ME9LEM264R7O,Best product
R2B4QC6Z8AM7H1,For bed only
RZLN7G4GGELUS,not for full room
R26JLYEZYUE691,Damage
R2ZHISR958ZRRA,Its okay
R2GXFJHTKM6SQ5,Does the job
R29Z3ZW915UAB9,Not Good
R3RTCJ45K1TVI5,Good product worth of money
R2TNNBN083XH9K,Its okay
R2FLP6EL0L0JOS,Not so superb
R1RLWIOVF1FTHT,Philips Always THE BEST
R9N90QYWD7OVZ,Heavy weight iron
R1J6WTXOR5BCPR,Very good
RGAWUJYXKIWME,Super nice
R3L2SDIE2FLY0Z,Good One iron. Value for money and best one to used it
R72U42YTSBK1O,Good product must have for winters cloths.
R10B9A5RIHMWPY,All over good
R1ATLW10SEN45D,Beautiful product and easy to use having items as shown in the details.
RHLZDSUTN4WQ,Working good but need to do some improvement
R2CREC0HRFEXPQ,Nice product.
R3BW6OLRVHFFWR,Awesome Product
R1HUWMLHIVMIKD,Awesome finishing on clothes
R2S8FH6HRDDSCF,Amazing best product
R3CBVBYG86OTNE,Nice iron box. Temperature control can be better.
R1ORPCJXGPUPVE,Product quality
R37U89LOKROQXX,Very nice product
R2T042UGY7VP5N,Great Product
R2Z4FJ0M105SGA,It is gud for normal use...
R22ODR0WD8IETY,Okk
RB0722F22JJV4,It's good
R2QCWTQIE87QBV,Nice product
RHFP87WF4XV8F,
R518SEQWS6UN3,Nice
R2SSQY5IJHOMR9,Not a good dilvery by bajaj
R18ORA3QQMPD6D,Almost gud product but takes time for getting hot water
R47L546EDBNEC,Uuummhh
R2FMLW4ZS4UMFX,Good product
R3SVFIOXQ99SOJ,Overall average to good product.
R2QHH7W2X55NO9,Good
R1DFQV12SBF48C,Save ur clothes
R2ZGW8UHY6BQD,Loved it.
R2K40LX6HLG4KR,Superb
R2TWSF8LLSTBK3,Average product. Handy but has flaws.
R1SWDMF0MUV9S6,Takes time to cool
RPQO0HYCTUH5T,but overall good product
R3EGTJAA4SWQD1,great product and really handy!
R3DIL16GD1YVNB,Great product..nd best to carry in traveling
RZO6XGE3P1DX,Good for small rooms
R3RCHNNZ1GVHBL,Better
R32VH8C2WKSPBO,Good quality
RHPUY1L6EN7BY,Nice product
RIVPXD585WKHV,Good product
RJBJT7A32QWPV,Potable room heater
R1E92T2MFYX7MK,Room heater is useful
R2K5O9IMJOXBEX,Good Heater
R2YKA1GGN5SFQE,Good stuff
RTTEA9QADDEHQ,Perfect for small kitchen
R1BDGOIPZLHU2G,Convenient for small quantity
RM02DLDK8Q9KI,Nice and compact product
R2FJWWKXNWRCSL,Nice product
R1I0EQAJVORCDA,good small grinder /blender
R29U6K5WH64OHN,Not satisfied.
R1AWHL4BABVEDS,Good
R3DHTSOB1MY0F8,A travel companion
R26JO5R53V41U4,Small and thin wire
R101VJD80D1Z15,Good product product thanks usha.
RWULGXZ2D26AB,Nice
R2K0DC0RJV28S5,Good
R3ONAP5KD4Q7QH,Good buy
R6GTVCFXBWOXH,Ok product.
R13MW2BGCZLD8H,VfM
RVAAWJ5HR7RIW,good
R721PFMOZ1ZA7,Nice product
R2HWABS4MOVI9G,Worth for money
R186LHMB2LEVGF,Good product
R171FM8L9EECPR,Very good
R10ZCCIEHFV5NF,Does what is needed to do
R1YCURS5X1FQES,Good product
R28EUGRAUN436B,Nice kettle in 699 rs
RYZ8HY7V1JOX0,Product is good but the installation provider team is pathetic
R15W9YNUHPIVOA,Mediocre performance with pathetic installation experience
R53M82T1POPU,Satisfaction
RHIVLM50D4L50,No invoice inside the cartoon for warranty claim
R2U3O1QBYLBWRS,Ok
RAXM0B85QNFMQ,Happy
R52YG96EXD03Q,Good product
R3BD16X4UBSUZT,Good ... But some problems in installing
ROFN3NUPDY258,Good product
RIN8HIN341K9M,I haven't received my warranty bill inside
R3EEILWVIR596A,Whisking attachment not received
R212U2C7WSD2JX,Awesome
R3WKLPJAQHGX0,Great Product! Go for it!!!
R2KTBHHUQRW3CA,Nice
R3HHOGWJYSJSB3,Good product .
R3C57OMUNT7LU5,Must have for every kitchen
R1J9OKSG2W4I8B,Easy to operate and rich look
RNUAYGA4DMRC3,Good
